// Monsters Additional Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,ExpPer,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper

// Emperium
2661,Random_Ball,Random_Ball,Random_Ball,1,10,0,0,0,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7365,10000,0,0,0,0,0,0,0,0,0,0
2662,Random_Ball,Random_Ball,Random_Ball,1,10,0,0,0,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7366,10000,0,0,0,0,0,0,0,0,0,0
2663,Random_Ball,Random_Ball,Random_Ball,1,10,0,0,0,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7367,10000,0,0,0,0,0,0,0,0,0,0
2664,Random_Ball,Random_Ball,Random_Ball,1,10,0,0,0,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7368,10000,0,0,0,0,0,0,0,0,0,0
2665,Random_Ball,Random_Ball,Random_Ball,1,10,0,0,0,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7369,10000,0,0,0,0,0,0,0,0,0,0
2666,Random_Ball,Random_Ball,Random_Ball,1,10,0,0,0,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7370,10000,0,0,0,0,0,0,0,0,0,0
2667,Random_Ball,Random_Ball,Random_Ball,1,10,0,0,0,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7371,10000,0,0,0,0,0,0,0,0,0,0
2668,Random_Ball,Random_Ball,Random_Ball,1,10,0,0,0,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7372,10000,0,0,0,0,0,0,0,0,0,0
2669,Random_Ball,Random_Ball,Random_Ball,1,10,0,0,0,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7373,10000,0,0,0,0,0,0,0,0,0,0
2670,Random_Ball,Random_Ball,Random_Ball,1,10,0,0,0,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7374,10000,0,0,0,0,0,0,0,0,0,0
2671,Random_Ball,Random_Ball,Random_Ball,1,10,0,0,0,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7375,10000,0,0,0,0,0,0,0,0,0,0
2672,Random_Ball,Random_Ball,Random_Ball,1,10,0,0,0,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7376,10000,0,0,0,0,0,0,0,0,0,0
2673,Random_Ball,Random_Ball,Random_Ball,1,10,0,0,0,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7377,10000,0,0,0,0,0,0,0,0,0,0
2674,Random_Ball,Random_Ball,Random_Ball,1,10,0,0,0,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7378,10000,0,0,0,0,0,0,0,0,0,0
2675,Random_Ball,Random_Ball,Random_Ball,1,10,0,0,0,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7379,10000,0,0,0,0,0,0,0,0,0,0
2676,Random_Ball,Random_Ball,Random_Ball,1,10,0,0,0,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7380,10000,0,0,0,0,0,0,0,0,0,0


//#############################
// 	New Mob Recolor !
//#############################
3000,adamantium,adamantium,adamantium,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3001,adamantoise,adamantoise,adamantoise,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3002,algea,algea,algea,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3003,anumummy,anumummy,anumummy,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3004,anunaki,anunaki,anunaki,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3005,anuwarrior,anuwarrior,anuwarrior,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3006,arcanis,arcanis,arcanis,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3007,atum,atum,atum,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3008,bali,bali,bali,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3009,bforestwarg,bforestwarg,bforestwarg,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010,birdofparadise,birdofparadise,birdofparadise,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3011,bloodyhand,bloodyhand,bloodyhand,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3012,blossom,blossom,blossom,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3013,bluelif,bluelif,bluelif,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3014,bradium,bradium,bradium,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3015,bradium_golem,bradium_golem,bradium_golem,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3016,calliope,calliope,calliope,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3017,cave_monster,cave_monster,cave_monster,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3018,coal,coal,coal,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3019,contagious,contagious,contagious,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3020,crabon,crabon,crabon,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3021,darkknight2,darkknight2,darkknight2,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3022,delph,delph,delph,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3023,diatres,diatres,diatres,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3024,draconis,draconis,draconis,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3025,dragonfly,dragonfly,dragonfly,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3026,dusk,dusk,dusk,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3027,edencluster1,edencluster1,edencluster1,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3028,edencluster2,edencluster2,edencluster2,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3029,edencluster3,edencluster3,edencluster3,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3030,edenmantis,edenmantis,edenmantis,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3031,edenwasp,edenwasp,edenwasp,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3032,edenwasp,edenwasp,edenwasp,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3033,elunium,elunium,elunium,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3034,elunium_golem,elunium_golem,elunium_golem,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3035,fahl,fahl,fahl,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3036,fenrir,fenrir,fenrir,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3037,fiend,fiend,fiend,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3038,firewarg,firewarg,firewarg,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3039,flowergirl,flowergirl,flowergirl,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3040,forestwarg,forestwarg,forestwarg,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3041,gil,gil,gil,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3042,harsiesis,harsiesis,harsiesis,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3043,hazardous,hazardous,hazardous,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3044,healer,healer,healer,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3045,hellhound,hellhound,hellhound,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3046,highorclord,highorclord,highorclord,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3047,horus,horus,horus,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3048,hrobi,hrobi,hrobi,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3049,iceboitata,iceboitata,iceboitata,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3050,implosion,implosion,implosion,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3051,insomniac,insomniac,insomniac,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3052,jungleboy,jungleboy,jungleboy,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3053,khonsu,khonsu,khonsu,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3054,kimre,kimre,kimre,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3055,ladyhel,ladyhel,ladyhel,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3056,lavender,lavender,lavender,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3057,lepera,lepera,lepera,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3058,lorelei,lorelei,lorelei,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3059,lycan,lycan,lycan,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3060,maat,maat,maat,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3061,mandrake,mandrake,mandrake,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3062,marinegrenade,marinegrenade,marinegrenade,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3063,mazze,mazze,mazze,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3064,mercune,mercune,mercune,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065,mermanguard,mermanguard,mermanguard,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3066,mertseger,mertseger,mertseger,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3067,monitorlizard,monitorlizard,monitorlizard,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3068,mono,mono,mono,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3069,mossy_golem,mossy_golem,mossy_golem,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3070,mudrunner,mudrunner,mudrunner,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3071,neodrake,neodrake,neodrake,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3072,neptunian,neptunian,neptunian,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3073,ocho,ocho,ocho,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3074,oridecon,oridecon,oridecon,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3075,oridecon_golem,oridecon_golem,oridecon_golem,1,50,0,100,100,1,10,10,0,5,1,1,1,1,1,1,10,12,1,7,20,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
